material_type,quality_grade,quantity,unit,age_years,damage_percentage,original_price,current_market_price,location,transport_distance,demand_score,reuse_score,selling_price
Galvanized Iron (GI) Pipes,Grade B,100.0,Pieces,1.8,2.4,55000.0,57750.0,Pune,48.7,1.06,55.00000000000001,31864.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,3.0,11.0,6500.0,6825.0,Chennai,14.9,1.02,55.00000000000001,3554.0
Granite Slabs,Grade A,1200.0,sq.ft,1.2,14.7,228000.0,239400.0,Mysuru,20.5,0.95,75.0,146971.0
Window Glass,Grade B,800.0,sq.ft,2.2,15.7,60000.0,63000.0,Pune,44.7,1.06,55.00000000000001,30187.0
Marble Slabs,Grade B,250.0,sq.ft,9.5,22.5,52500.0,55125.0,Mysuru,34.9,0.95,55.00000000000001,23145.0
Red Bricks,Grade B,200.0,Pieces,0.5,14.6,2200.0,2310.0,Mysuru,21.0,0.95,55.00000000000001,1056.0
Galvanized Iron (GI) Pipes,Grade B,500.0,Pieces,2.9,15.9,275000.0,288750.0,Mumbai,12.7,1.18,55.00000000000001,162955.0
Ceramic Floor Tiles,Grade A,1200.0,sq.ft,2.5,15.9,50400.0,52920.0,Mysuru,23.0,0.95,75.0,32257.0
Ceramic Floor Tiles,Grade C,800.0,sq.ft,5.9,41.2,33600.0,35280.0,Chennai,15.2,1.02,38.0,9488.0
Cement Blocks,Grade B,50.0,Pieces,7.7,4.2,2600.0,2730.0,Delhi,6.2,1.1,55.00000000000001,1569.0
Concrete Rubble,Grade A,15.0,Tonnes,3.3,1.1,18000.0,18900.0,Hyderabad,20.3,1.05,75.0,12890.0
Aluminum Windows,Grade B,5000.0,Pieces,5.8,26.2,14000000.0,14700000.0,Chennai,36.0,1.02,55.00000000000001,6607180.0
Cement Blocks,Grade E,2000.0,Pieces,0.5,50.3,104000.0,109200.0,Delhi,39.0,1.1,0.0,0.0
Construction Sand,Grade B,5.0,Tonnes,7.1,24.4,9000.0,9450.0,Mysuru,9.0,0.95,55.00000000000001,3841.0
Granite Slabs,Grade B,500.0,sq.ft,2.5,11.0,95000.0,99750.0,Chennai,42.7,1.02,55.00000000000001,54220.0
Cement Blocks,Grade B,5000.0,Pieces,0.8,16.9,260000.0,273000.0,Hyderabad,29.5,1.05,55.00000000000001,136508.0
Cement Blocks,Grade A,1000.0,Pieces,2.2,4.2,52000.0,54600.0,Mysuru,37.9,0.95,75.0,38945.0
PVC Pipes,Grade A,2000.0,Pieces,3.9,21.2,520000.0,546000.0,Bangalore,10.9,1.12,75.0,375722.0
Granite Slabs,Grade C,800.0,sq.ft,6.5,66.3,152000.0,159600.0,Bangalore,39.0,1.12,38.0,37130.0
Ceramic Floor Tiles,Grade B,100.0,sq.ft,2.2,32.0,4200.0,4410.0,Mysuru,21.3,0.95,55.00000000000001,1811.0
Sanitaryware Ceramics,Grade B,200.0,Pieces,4.5,12.9,170000.0,178500.0,Pune,19.0,1.06,55.00000000000001,90691.0
Cement Blocks,Grade B,2000.0,Pieces,10.9,28.7,104000.0,109200.0,Hyderabad,37.5,1.05,55.00000000000001,48181.0
Marble Slabs,Grade C,100.0,sq.ft,1.2,72.8,21000.0,22050.0,Bangalore,20.4,1.12,38.0,5206.0
Structural Wood / Timber,Grade C,100.0,sq.ft,0.2,61.5,13000.0,13650.0,Hyderabad,37.5,1.05,38.0,3399.0
Ceramic Floor Tiles,Grade B,800.0,sq.ft,3.2,9.2,33600.0,35280.0,Mumbai,36.8,1.18,55.00000000000001,20880.0
Concrete Rubble,Grade A,60.0,Tonnes,3.5,21.9,72000.0,75600.0,Hyderabad,17.0,1.05,75.0,49367.0
Window Glass,Grade A,100.0,sq.ft,0.9,14.8,7500.0,7875.0,Bangalore,37.4,1.12,75.0,5423.0
Flush Doors,Grade B,5000.0,Pieces,0.4,5.1,21000000.0,22050000.0,Chennai,29.9,1.02,55.00000000000001,10892589.0
PVC Pipes,Grade B,50.0,Pieces,0.7,13.6,13000.0,13650.0,Pune,19.3,1.06,55.00000000000001,7187.0
Granite Slabs,Grade B,1200.0,sq.ft,4.0,22.5,228000.0,239400.0,Mysuru,47.3,0.95,55.00000000000001,102349.0
Galvanized Iron (GI) Pipes,Grade C,500.0,Pieces,2.7,65.0,275000.0,288750.0,Delhi,35.4,1.1,38.0,71918.0
Granite Slabs,Grade C,1200.0,sq.ft,2.7,45.2,228000.0,239400.0,Mysuru,48.5,0.95,38.0,57454.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,3.2,75.5,0.0,0.0,Mumbai,25.6,1.18,0.0,0.0
Electrical Wiring & Panels,Grade A,50.0,Pieces,4.6,5.4,11000.0,11550.0,Pune,44.1,1.06,75.0,8563.0
Red Bricks,Grade C,500.0,Pieces,3.0,60.5,5500.0,5775.0,Pune,48.9,1.06,38.0,1419.0
Red Bricks,Grade D,5000.0,Pieces,0.3,50.2,55000.0,57750.0,Delhi,42.6,1.1,22.0,9520.0
Natural Stone Slabs,Grade A,60.0,Tonnes,1.4,35.4,66000.0,69300.0,Chennai,17.0,1.02,75.0,40747.0
Ceramic Floor Tiles,Grade C,1200.0,sq.ft,4.7,59.2,50400.0,52920.0,Pune,8.4,1.06,38.0,13100.0
Construction Sand,Grade C,25.0,Tonnes,0.8,49.8,45000.0,47250.0,Mysuru,33.9,0.95,38.0,12198.0
TMT Steel Rods,Grade B,3000.0,kg,5.8,30.8,174000.0,182700.0,Delhi,22.9,1.1,55.00000000000001,86654.0
TMT Steel Rods,Grade D,500.0,kg,1.0,82.4,29000.0,30450.0,Hyderabad,31.2,1.05,22.0,3675.0
Aluminum Windows,Grade E,50.0,Pieces,4.7,55.2,140000.0,147000.0,Delhi,40.2,1.1,0.0,0.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,5.2,3.1,6500.0,6825.0,Hyderabad,47.6,1.05,55.00000000000001,3867.0
Construction Sand,Grade A,15.0,Tonnes,0.4,13.2,27000.0,28350.0,Chennai,39.2,1.02,75.0,18901.0
Natural Stone Slabs,Grade A,15.0,Tonnes,8.1,11.2,16500.0,17325.0,Chennai,12.5,1.02,75.0,11104.0
Aluminum Windows,Grade C,500.0,Pieces,12.1,65.8,1400000.0,1470000.0,Bangalore,47.8,1.12,38.0,369092.0
Marble Slabs,Grade B,250.0,sq.ft,12.1,3.3,52500.0,55125.0,Mumbai,49.2,1.18,55.00000000000001,34131.0
Concrete Rubble,Grade C,25.0,Tonnes,2.4,66.0,30000.0,31500.0,Mumbai,16.1,1.18,38.0,8284.0
Red Bricks,Grade B,100.0,Pieces,0.7,26.8,1100.0,1155.0,Bangalore,40.3,1.12,55.00000000000001,589.0
Aluminum Windows,Grade A,200.0,Pieces,1.4,10.6,560000.0,588000.0,Mysuru,45.3,0.95,75.0,373516.0
Window Glass,Grade B,100.0,sq.ft,0.5,22.0,7500.0,7875.0,Delhi,40.4,1.1,55.00000000000001,3833.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,2.7,83.8,0.0,0.0,Hyderabad,48.8,1.05,0.0,0.0
Red Bricks,Grade A,1000.0,Pieces,3.6,14.0,11000.0,11550.0,Mysuru,28.3,0.95,75.0,7028.0
Mixed Demolition Waste,Grade B,10.0,Tonnes,1.9,32.5,4500.0,4725.0,Delhi,14.2,1.1,55.00000000000001,2082.0
Mixed Demolition Waste,Grade B,40.0,Tonnes,0.9,41.2,18000.0,18900.0,Chennai,37.7,1.02,55.00000000000001,7662.0
Flush Doors,Grade C,2000.0,Pieces,6.5,32.7,8400000.0,8820000.0,Mysuru,29.6,0.95,38.0,2673622.0
Ceramic Floor Tiles,Grade A,800.0,sq.ft,0.9,23.8,33600.0,35280.0,Mysuru,48.5,0.95,75.0,20341.0
Ceramic Floor Tiles,Grade C,100.0,sq.ft,4.3,42.4,4200.0,4410.0,Delhi,16.4,1.1,38.0,1277.0
Marble Slabs,Grade D,500.0,sq.ft,1.8,53.8,105000.0,110250.0,Chennai,23.7,1.02,22.0,16958.0
Flush Doors,Grade C,50.0,Pieces,1.1,36.1,210000.0,220500.0,Mumbai,32.1,1.18,38.0,76872.0
Structural Wood / Timber,Grade A,500.0,sq.ft,3.9,7.8,65000.0,68250.0,Bangalore,41.2,1.12,75.0,52979.0
Construction Sand,Grade C,60.0,Tonnes,5.9,60.8,108000.0,113400.0,Pune,20.1,1.06,38.0,28802.0
Construction Sand,Grade B,15.0,Tonnes,1.3,23.4,27000.0,28350.0,Bangalore,42.8,1.12,55.00000000000001,14262.0
TMT Steel Rods,Grade B,3000.0,kg,5.3,11.5,174000.0,182700.0,Hyderabad,48.3,1.05,55.00000000000001,93701.0
Cement Blocks,Grade E,2000.0,Pieces,6.5,53.5,104000.0,109200.0,Mumbai,35.3,1.18,0.0,0.0
Cement Blocks,Grade D,2000.0,Pieces,7.3,73.1,104000.0,109200.0,Pune,22.6,1.06,22.0,13694.0
Structural Wood / Timber,Grade B,100.0,sq.ft,8.4,26.3,13000.0,13650.0,Bangalore,17.9,1.12,55.00000000000001,7234.0
Structural Wood / Timber,Grade A,500.0,sq.ft,1.6,6.2,65000.0,68250.0,Chennai,40.3,1.02,75.0,50071.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,1.4,65.6,0.0,0.0,Hyderabad,10.1,1.05,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,0.9,52.1,0.0,0.0,Bangalore,17.1,1.12,0.0,0.0
Flush Doors,Grade C,500.0,Pieces,3.0,58.2,2100000.0,2205000.0,Mysuru,9.1,0.95,38.0,533745.0
Cement Blocks,Grade B,500.0,Pieces,3.6,35.2,26000.0,27300.0,Mumbai,5.1,1.18,55.00000000000001,13803.0
TMT Steel Rods,Grade D,1500.0,kg,2.0,37.3,87000.0,91350.0,Mysuru,36.6,0.95,22.0,13626.0
Granite Slabs,Grade B,250.0,sq.ft,1.1,31.7,47500.0,49875.0,Pune,38.3,1.06,55.00000000000001,22872.0
Ceramic Floor Tiles,Grade E,100.0,sq.ft,2.3,34.5,4200.0,4410.0,Bangalore,24.5,1.12,0.0,0.0
Galvanized Iron (GI) Pipes,Grade B,5000.0,Pieces,2.9,7.3,2750000.0,2887500.0,Mumbai,14.0,1.18,55.00000000000001,1753660.0
Construction Sand,Grade C,10.0,Tonnes,0.3,81.2,18000.0,18900.0,Pune,21.7,1.06,38.0,3832.0
Mixed Demolition Waste,Grade B,60.0,Tonnes,2.6,7.9,27000.0,28350.0,Pune,18.1,1.06,55.00000000000001,15404.0
Natural Stone Slabs,Grade B,40.0,Tonnes,0.9,7.2,44000.0,46200.0,Bangalore,35.0,1.12,55.00000000000001,25694.0
Aluminum Windows,Grade B,100.0,Pieces,1.9,25.3,280000.0,294000.0,Chennai,27.5,1.02,55.00000000000001,134217.0
Aluminum Windows,Grade B,5000.0,Pieces,1.3,9.9,14000000.0,14700000.0,Hyderabad,17.6,1.05,55.00000000000001,7829028.0
Marble Slabs,Grade B,500.0,sq.ft,0.8,13.7,105000.0,110250.0,Bangalore,41.3,1.12,55.00000000000001,59755.0
Red Bricks,Grade B,50.0,Pieces,2.0,3.4,550.0,577.5,Delhi,42.3,1.1,55.00000000000001,334.0
Structural Wood / Timber,Grade B,500.0,sq.ft,1.6,14.5,65000.0,68250.0,Mysuru,42.3,0.95,55.00000000000001,29653.0
Window Glass,Grade A,100.0,sq.ft,4.9,9.7,7500.0,7875.0,Chennai,12.2,1.02,75.0,5190.0
Natural Stone Slabs,Grade B,60.0,Tonnes,1.9,20.1,66000.0,69300.0,Pune,12.3,1.06,55.00000000000001,35354.0
Red Bricks,Grade B,500.0,Pieces,0.7,11.4,5500.0,5775.0,Chennai,10.3,1.02,55.00000000000001,2797.0
Window Glass,Grade A,100.0,sq.ft,1.1,6.3,7500.0,7875.0,Chennai,23.7,1.02,75.0,5864.0
Red Bricks,Grade B,50.0,Pieces,1.8,7.4,550.0,577.5,Mysuru,33.4,0.95,55.00000000000001,263.0
Granite Slabs,Grade B,100.0,sq.ft,1.4,23.2,19000.0,19950.0,Hyderabad,35.6,1.05,55.00000000000001,9691.0
Granite Slabs,Grade E,800.0,sq.ft,0.3,85.4,152000.0,159600.0,Bangalore,44.7,1.12,0.0,0.0
Red Bricks,Grade B,200.0,Pieces,5.8,19.1,2200.0,2310.0,Chennai,41.9,1.02,55.00000000000001,1065.0
Galvanized Iron (GI) Pipes,Grade D,100.0,Pieces,0.2,83.6,55000.0,57750.0,Mumbai,8.0,1.18,22.0,7038.0
PVC Pipes,Grade E,500.0,Pieces,2.6,59.9,130000.0,136500.0,Delhi,49.9,1.1,0.0,0.0
Flush Doors,Grade B,500.0,Pieces,0.4,14.4,2100000.0,2205000.0,Mumbai,37.5,1.18,55.00000000000001,1309365.0
Aluminum Windows,Grade C,100.0,Pieces,1.6,68.8,280000.0,294000.0,Bangalore,40.2,1.12,38.0,68355.0
Corrugated Roofing Sheets,Grade B,1200.0,sq.ft,4.5,5.2,78000.0,81900.0,Mysuru,12.1,0.95,55.00000000000001,40493.0
TMT Steel Rods,Grade D,1000.0,kg,3.2,20.1,58000.0,60900.0,Hyderabad,13.3,1.05,22.0,11679.0
Corrugated Roofing Sheets,Grade A,250.0,sq.ft,6.3,19.2,16250.0,17062.5,Chennai,22.2,1.02,75.0,11224.0
Granite Slabs,Grade B,800.0,sq.ft,2.5,31.2,152000.0,159600.0,Chennai,25.8,1.02,55.00000000000001,71344.0
Natural Stone Slabs,Grade A,10.0,Tonnes,5.4,9.2,11000.0,11550.0,Delhi,36.5,1.1,75.0,8228.0
Red Bricks,Grade B,2000.0,Pieces,0.3,30.9,22000.0,23100.0,Chennai,24.3,1.02,55.00000000000001,10081.0
Window Glass,Grade E,500.0,sq.ft,0.5,34.0,37500.0,39375.0,Chennai,50.0,1.02,0.0,0.0
Aluminum Windows,Grade D,200.0,Pieces,5.1,53.9,560000.0,588000.0,Mumbai,23.3,1.18,22.0,94302.0
Construction Sand,Grade B,40.0,Tonnes,2.7,24.3,72000.0,75600.0,Mysuru,33.7,0.95,55.00000000000001,33478.0
Mixed Demolition Waste,Grade B,10.0,Tonnes,0.6,19.6,4500.0,4725.0,Mysuru,20.4,0.95,55.00000000000001,1953.0
Mixed Demolition Waste,Grade B,15.0,Tonnes,3.3,13.6,6750.0,7087.5,Mysuru,42.5,0.95,55.00000000000001,3446.0
Sanitaryware Ceramics,Grade A,100.0,Pieces,0.7,33.0,85000.0,89250.0,Mumbai,30.0,1.18,75.0,62141.0
Red Bricks,Grade A,100.0,Pieces,0.3,17.6,1100.0,1155.0,Delhi,40.1,1.1,75.0,809.0
Aluminum Windows,Grade B,100.0,Pieces,3.7,14.3,280000.0,294000.0,Chennai,30.8,1.02,55.00000000000001,145822.0
Aluminum Windows,Grade B,500.0,Pieces,0.4,18.7,1400000.0,1470000.0,Mumbai,16.1,1.18,55.00000000000001,801847.0
Natural Stone Slabs,Grade C,15.0,Tonnes,2.3,77.0,16500.0,17325.0,Pune,6.4,1.06,38.0,3612.0
PVC Pipes,Grade D,200.0,Pieces,0.4,64.6,52000.0,54600.0,Hyderabad,29.8,1.05,22.0,7447.0
Concrete Rubble,Grade A,40.0,Tonnes,0.8,10.2,48000.0,50400.0,Delhi,28.8,1.1,75.0,36565.0
PVC Pipes,Grade A,100.0,Pieces,5.5,19.6,26000.0,27300.0,Delhi,41.4,1.1,75.0,18168.0
Sanitaryware Ceramics,Grade B,2000.0,Pieces,13.2,12.8,1700000.0,1785000.0,Pune,41.2,1.06,55.00000000000001,923636.0
PVC Pipes,Grade B,100.0,Pieces,0.2,7.7,26000.0,27300.0,Mumbai,42.0,1.18,55.00000000000001,16761.0
Flush Doors,Grade B,5000.0,Pieces,2.0,12.7,21000000.0,22050000.0,Mysuru,14.0,0.95,55.00000000000001,10751396.0
PVC Pipes,Grade B,500.0,Pieces,2.4,15.1,130000.0,136500.0,Mumbai,21.3,1.18,55.00000000000001,82730.0
Cement Blocks,Grade C,500.0,Pieces,3.8,65.3,26000.0,27300.0,Pune,27.0,1.06,38.0,6712.0
TMT Steel Rods,Grade E,1000.0,kg,4.3,61.0,58000.0,60900.0,Bangalore,14.8,1.12,0.0,0.0
Ceramic Floor Tiles,Grade E,100.0,sq.ft,0.7,65.8,4200.0,4410.0,Chennai,37.8,1.02,0.0,0.0
Structural Wood / Timber,Grade A,800.0,sq.ft,0.3,29.5,104000.0,109200.0,Bangalore,5.0,1.12,75.0,72749.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,4.4,86.8,0.0,0.0,Delhi,15.7,1.1,0.0,0.0
Corrugated Roofing Sheets,Grade D,250.0,sq.ft,1.0,48.0,16250.0,17062.5,Mumbai,39.2,1.18,22.0,3230.0
Corrugated Roofing Sheets,Grade C,100.0,sq.ft,3.9,46.8,6500.0,6825.0,Hyderabad,28.0,1.05,38.0,1921.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,7.4,23.2,0.0,0.0,Pune,43.4,1.06,0.0,0.0
Marble Slabs,Grade A,250.0,sq.ft,2.1,21.3,52500.0,55125.0,Pune,22.6,1.06,75.0,37110.0
Aluminum Windows,Grade B,2000.0,Pieces,4.6,31.1,5600000.0,5880000.0,Pune,21.5,1.06,55.00000000000001,2774761.0
Mixed Demolition Waste,Grade B,15.0,Tonnes,1.2,13.5,6750.0,7087.5,Bangalore,33.7,1.12,55.00000000000001,3633.0
Granite Slabs,Grade C,100.0,sq.ft,1.3,53.1,19000.0,19950.0,Chennai,17.7,1.02,38.0,5217.0
Natural Stone Slabs,Grade C,5.0,Tonnes,1.4,85.5,5500.0,5775.0,Delhi,47.1,1.1,38.0,1102.0
PVC Pipes,Grade D,50.0,Pieces,8.1,79.3,13000.0,13650.0,Mysuru,46.1,0.95,22.0,1349.0
Mixed Demolition Waste,Grade D,25.0,Tonnes,0.6,71.6,11250.0,11812.5,Hyderabad,23.5,1.05,22.0,1570.0
Concrete Rubble,Grade D,5.0,Tonnes,7.0,49.8,6000.0,6300.0,Mysuru,37.8,0.95,22.0,884.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,5.4,79.5,0.0,0.0,Bangalore,18.5,1.12,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,1.9,68.3,0.0,0.0,Pune,31.2,1.06,0.0,0.0
PVC Pipes,Grade B,1000.0,Pieces,8.8,13.7,260000.0,273000.0,Bangalore,25.9,1.12,55.00000000000001,142788.0
Corrugated Roofing Sheets,Grade B,800.0,sq.ft,0.4,25.5,52000.0,54600.0,Hyderabad,15.0,1.05,55.00000000000001,25734.0
PVC Pipes,Grade B,5000.0,Pieces,1.0,24.0,1300000.0,1365000.0,Hyderabad,7.4,1.05,55.00000000000001,662108.0
Electrical Wiring & Panels,Grade B,1000.0,Pieces,1.0,3.8,220000.0,231000.0,Chennai,38.5,1.02,55.00000000000001,118250.0
Granite Slabs,Grade B,1200.0,sq.ft,0.7,15.8,228000.0,239400.0,Mysuru,30.9,0.95,55.00000000000001,106805.0
Corrugated Roofing Sheets,Grade B,250.0,sq.ft,0.9,19.0,16250.0,17062.5,Hyderabad,23.3,1.05,55.00000000000001,8465.0
Sanitaryware Ceramics,Grade B,200.0,Pieces,4.0,11.6,170000.0,178500.0,Bangalore,7.0,1.12,55.00000000000001,96626.0
Cement Blocks,Grade A,1000.0,Pieces,1.0,18.5,52000.0,54600.0,Mumbai,21.8,1.18,75.0,40150.0
TMT Steel Rods,Grade B,1500.0,kg,2.5,17.1,87000.0,91350.0,Mysuru,45.8,0.95,55.00000000000001,39256.0
TMT Steel Rods,Grade B,200.0,kg,2.4,10.0,11600.0,12180.0,Delhi,19.1,1.1,55.00000000000001,6002.0
Marble Slabs,Grade B,1200.0,sq.ft,1.3,12.3,252000.0,264600.0,Mysuru,34.6,0.95,55.00000000000001,128534.0
Ceramic Floor Tiles,Grade D,250.0,sq.ft,1.9,71.0,10500.0,11025.0,Hyderabad,28.1,1.05,22.0,1430.0
Marble Slabs,Grade D,500.0,sq.ft,1.2,19.3,105000.0,110250.0,Pune,47.6,1.06,22.0,21051.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,4.8,67.5,0.0,0.0,Chennai,18.7,1.02,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,1.8,73.4,0.0,0.0,Pune,8.8,1.06,0.0,0.0
Galvanized Iron (GI) Pipes,Grade A,1000.0,Pieces,3.0,14.6,550000.0,577500.0,Mumbai,18.7,1.18,75.0,428036.0
Concrete Rubble,Grade D,15.0,Tonnes,8.0,53.0,18000.0,18900.0,Mysuru,31.2,0.95,22.0,2563.0
Ceramic Floor Tiles,Grade C,250.0,sq.ft,1.3,70.1,10500.0,11025.0,Mumbai,7.8,1.18,38.0,2993.0
PVC Pipes,Grade D,5000.0,Pieces,2.4,74.2,1300000.0,1365000.0,Pune,15.1,1.06,22.0,162577.0
TMT Steel Rods,Grade C,3000.0,kg,0.5,30.3,174000.0,182700.0,Hyderabad,44.2,1.05,38.0,58632.0
Construction Sand,Grade B,40.0,Tonnes,2.6,29.0,72000.0,75600.0,Chennai,11.7,1.02,55.00000000000001,32086.0
Ceramic Floor Tiles,Grade B,250.0,sq.ft,1.8,11.7,10500.0,11025.0,Mysuru,13.7,0.95,55.00000000000001,4832.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,1.3,64.7,0.0,0.0,Delhi,11.3,1.1,0.0,0.0
TMT Steel Rods,Grade A,500.0,kg,0.7,5.6,29000.0,30450.0,Hyderabad,6.4,1.05,75.0,22287.0
TMT Steel Rods,Grade E,200.0,kg,1.5,83.5,11600.0,12180.0,Chennai,27.5,1.02,0.0,0.0
Marble Slabs,Grade A,250.0,sq.ft,1.9,11.9,52500.0,55125.0,Hyderabad,16.4,1.05,75.0,37062.0
Red Bricks,Grade C,100.0,Pieces,4.5,8.0,1100.0,1155.0,Hyderabad,45.0,1.05,38.0,425.0
Concrete Rubble,Grade C,25.0,Tonnes,2.8,49.6,30000.0,31500.0,Mysuru,47.4,0.95,38.0,7960.0
Flush Doors,Grade B,100.0,Pieces,0.6,8.5,420000.0,441000.0,Chennai,23.5,1.02,55.00000000000001,234780.0
Galvanized Iron (GI) Pipes,Grade B,200.0,Pieces,3.1,17.5,110000.0,115500.0,Bangalore,29.7,1.12,55.00000000000001,59321.0
Natural Stone Slabs,Grade B,60.0,Tonnes,6.8,8.5,66000.0,69300.0,Pune,42.8,1.06,55.00000000000001,40705.0
Natural Stone Slabs,Grade C,40.0,Tonnes,1.8,75.4,44000.0,46200.0,Mysuru,45.5,0.95,38.0,8920.0
TMT Steel Rods,Grade B,1000.0,kg,1.3,32.0,58000.0,60900.0,Chennai,31.7,1.02,55.00000000000001,25542.0
Natural Stone Slabs,Grade C,5.0,Tonnes,3.5,24.6,5500.0,5775.0,Bangalore,25.7,1.12,38.0,1835.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,4.1,74.8,0.0,0.0,Pune,48.1,1.06,0.0,0.0
Cement Blocks,Grade D,50.0,Pieces,0.5,20.3,2600.0,2730.0,Hyderabad,22.5,1.05,22.0,504.0
Aluminum Windows,Grade C,5000.0,Pieces,2.0,42.8,14000000.0,14700000.0,Chennai,19.3,1.02,38.0,4087429.0
Concrete Rubble,Grade C,25.0,Tonnes,2.9,29.6,30000.0,31500.0,Chennai,36.2,1.02,38.0,9959.0
TMT Steel Rods,Grade B,1000.0,kg,4.1,26.5,58000.0,60900.0,Mumbai,13.8,1.18,55.00000000000001,29456.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,2.4,68.9,0.0,0.0,Mysuru,42.5,0.95,0.0,0.0
Natural Stone Slabs,Grade A,60.0,Tonnes,5.3,10.9,66000.0,69300.0,Mysuru,34.4,0.95,75.0,43915.0
Red Bricks,Grade E,1000.0,Pieces,0.6,61.0,11000.0,11550.0,Mumbai,5.9,1.18,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,3.2,77.3,0.0,0.0,Chennai,16.3,1.02,0.0,0.0
Sanitaryware Ceramics,Grade B,200.0,Pieces,1.5,9.2,170000.0,178500.0,Pune,34.6,1.06,55.00000000000001,89319.0
Construction Sand,Grade B,60.0,Tonnes,1.8,5.0,108000.0,113400.0,Bangalore,25.5,1.12,55.00000000000001,69574.0
Flush Doors,Grade C,2000.0,Pieces,9.5,77.8,8400000.0,8820000.0,Bangalore,44.1,1.12,38.0,1842270.0
Concrete Rubble,Grade A,15.0,Tonnes,0.9,5.4,18000.0,18900.0,Delhi,10.2,1.1,75.0,15053.0
Mixed Demolition Waste,Grade B,15.0,Tonnes,0.4,22.8,6750.0,7087.5,Delhi,11.8,1.1,55.00000000000001,3803.0
Granite Slabs,Grade B,250.0,sq.ft,4.4,2.2,47500.0,49875.0,Chennai,18.8,1.02,55.00000000000001,25870.0
Window Glass,Grade C,500.0,sq.ft,6.4,68.9,37500.0,39375.0,Pune,20.4,1.06,38.0,9586.0
Electrical Wiring & Panels,Grade C,100.0,Pieces,2.7,85.5,22000.0,23100.0,Bangalore,32.0,1.12,38.0,4517.0
Structural Wood / Timber,Grade D,1200.0,sq.ft,0.3,64.7,156000.0,163800.0,Delhi,8.1,1.1,22.0,24213.0
Concrete Rubble,Grade C,25.0,Tonnes,2.1,59.2,30000.0,31500.0,Chennai,23.7,1.02,38.0,7493.0
Corrugated Roofing Sheets,Grade C,1200.0,sq.ft,3.0,80.5,78000.0,81900.0,Hyderabad,5.6,1.05,38.0,16175.0
Cement Blocks,Grade A,200.0,Pieces,1.0,2.1,10400.0,10920.0,Delhi,22.2,1.1,75.0,8405.0
TMT Steel Rods,Grade A,3000.0,kg,0.4,12.6,174000.0,182700.0,Mumbai,10.1,1.18,75.0,143356.0
Window Glass,Grade A,100.0,sq.ft,5.4,12.0,7500.0,7875.0,Chennai,8.5,1.02,75.0,5305.0
Natural Stone Slabs,Grade B,60.0,Tonnes,0.7,10.4,66000.0,69300.0,Bangalore,22.2,1.12,55.00000000000001,39524.0
Natural Stone Slabs,Grade B,25.0,Tonnes,0.2,18.2,27500.0,28875.0,Mumbai,31.1,1.18,55.00000000000001,16235.0
Window Glass,Grade B,1200.0,sq.ft,0.8,25.0,90000.0,94500.0,Hyderabad,26.4,1.05,55.00000000000001,45075.0
Electrical Wiring & Panels,Grade A,2000.0,Pieces,3.2,22.1,440000.0,462000.0,Mysuru,42.4,0.95,75.0,266472.0
Mixed Demolition Waste,Grade C,15.0,Tonnes,0.8,26.9,6750.0,7087.5,Chennai,21.7,1.02,38.0,2117.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,0.8,27.9,0.0,0.0,Hyderabad,49.8,1.05,0.0,0.0
Corrugated Roofing Sheets,Grade A,500.0,sq.ft,4.1,13.6,32500.0,34125.0,Delhi,35.1,1.1,75.0,24443.0
Aluminum Windows,Grade C,200.0,Pieces,8.6,59.8,560000.0,588000.0,Chennai,30.7,1.02,38.0,142956.0
PVC Pipes,Grade B,5000.0,Pieces,4.7,6.4,1300000.0,1365000.0,Pune,13.8,1.06,55.00000000000001,697389.0
PVC Pipes,Grade B,100.0,Pieces,1.9,22.9,26000.0,27300.0,Hyderabad,18.0,1.05,55.00000000000001,12951.0
Ceramic Floor Tiles,Grade A,250.0,sq.ft,2.8,14.3,10500.0,11025.0,Mumbai,37.1,1.18,75.0,8054.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,0.6,82.4,0.0,0.0,Hyderabad,31.5,1.05,0.0,0.0
Mixed Demolition Waste,Grade B,10.0,Tonnes,7.5,6.0,4500.0,4725.0,Chennai,18.8,1.02,55.00000000000001,2357.0
